"datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count"
"1320912000000000000","4","0","1","2","16.4","20.455","94","6.0032","18","418","436"
"1320915600000000000","4","0","1","2","17.22","21.21","94","7.0015","23","188","211"
"1320919200000000000","4","0","1","2","18.04","21.97","88","15.0013","17","100","117"
"1320922800000000000","4","0","1","2","18.86","22.725","67","26.0027","9","99","108"
"1320926400000000000","4","0","1","2","17.22","21.21","67","23.9994","18","149","167"
"1320930000000000000","4","0","1","3","14.76","16.665","81","23.9994","9","87","96"
"1320933600000000000","4","0","1","3","14.76","16.665","87","19.0012","6","58","64"
"1320937200000000000","4","0","1","3","14.76","16.665","81","19.9995","5","57","62"
"1320940800000000000","4","0","1","3","14.76","17.425","81","15.0013","6","67","73"
"1320944400000000000","4","0","1","3","14.76","17.425","81","15.0013","9","168","177"
"1320948000000000000","4","0","1","2","14.76","17.425","81","11.0014","10","263","273"
"1320951600000000000","4","0","1","2","14.76","17.425","71","15.0013","19","192","211"
"1320955200000000000","4","0","1","2","14.76","16.665","62","19.0012","8","160","168"
"1320958800000000000","4","0","1","1","14.76","16.665","57","16.9979","6","130","136"
"1320962400000000000","4","0","1","1","14.76","16.665","53","19.0012","5","84","89"
"1320966000000000000","4","0","1","2","13.94","16.665","57","11.0014","9","73","82"
"1320969600000000000","4","1","0","1","13.94","15.91","53","16.9979","10","56","66"
"1320973200000000000","4","1","0","1","13.12","15.15","57","22.0028","3","16","19"
"1320976800000000000","4","1","0","1","13.12","14.395","57","19.0012","1","10","11"
"1320980400000000000","4","1","0","1","12.3","14.395","61","12.998","0","6","6"
"1320984000000000000","4","1","0","1","12.3","14.395","61","12.998","0","8","8"
"1320987600000000000","4","1","0","1","12.3","14.395","49","16.9979","0","13","13"
"1320991200000000000","4","1","0","1","11.48","12.88","45","22.0028","0","46","46"
"1320994800000000000","4","1","0","1","11.48","13.635","45","16.9979","5","116","121"
"1320998400000000000","4","1","0","1","12.3","13.635","42","23.9994","9","249","258"
"1321002000000000000","4","1","0","1","13.12","14.395","45","30.0026","15","186","201"
"1321005600000000000","4","1","0","1","13.12","13.635","42","36.9974","38","162","200"
"1321009200000000000","4","1","0","1","13.94","14.395","42","32.9975","20","150","170"
"1321012800000000000","4","1","0","1","13.94","14.395","42","31.0009","41","198","239"
"1321016400000000000","4","1","0","1","15.58","19.695","37","36.9974","57","179","236"
"1321020000000000000","4","1","0","1","15.58","19.695","37","31.0009","64","183","247"
"1321023600000000000","4","1","0","1","14.76","16.665","37","27.9993","29","187","216"
"1321027200000000000","4","1","0","1","14.76","16.665","34","22.0028","49","189","238"
"1321030800000000000","4","1","0","1","13.94","15.15","39","22.0028","24","286","310"
"1321034400000000000","4","1","0","1","13.94","15.91","39","16.9979","23","185","208"
"1321038000000000000","4","1","0","1","13.12","15.91","39","11.0014","17","182","199"
"1321041600000000000","4","1","0","1","13.12","15.91","39","12.998","12","97","109"
"1321045200000000000","4","1","0","1","12.3","15.15","45","11.0014","4","79","83"
"1321048800000000000","4","1","0","1","13.12","15.91","39","12.998","13","78","91"
"1321052400000000000","4","1","0","1","12.3","15.91","45","6.0032","6","67","73"
"1321056000000000000","4","0","0","1","9.84","12.12","60","8.9981","12","52","64"
"1321059600000000000","4","0","0","1","9.84","12.12","60","8.9981","9","45","54"
"1321063200000000000","4","0","0","1","9.84","12.88","65","6.0032","7","39","46"
"1321066800000000000","4","0","0","1","9.84","12.12","70","8.9981","4","13","17"
"1321070400000000000","4","0","0","1","8.2","10.605","80","8.9981","0","7","7"
"1321074000000000000","4","0","0","1","9.02","12.88","75","6.0032","1","3","4"
"1321077600000000000","4","0","0","1","9.02","11.365","75","11.0014","0","7","7"
"1321081200000000000","4","0","0","1","9.02","11.365","75","12.998","3","24","27"
"1321084800000000000","4","0","0","1","10.66","12.88","70","12.998","14","87","101"
"1321088400000000000","4","0","0","1","12.3","15.15","61","11.0014","18","142","160"
"1321092000000000000","4","0","0","1","13.94","15.91","61","19.0012","62","170","232"
"1321095600000000000","4","0","0","1","15.58","19.695","54","19.0012","102","213","315"
"1321099200000000000","4","0","0","1","18.04","21.97","44","19.0012","142","224","366"
"1321102800000000000","4","0","0","1","19.68","23.485","36","19.0012","128","225","353"
"1321106400000000000","4","0","0","1","20.5","24.24","36","19.9995","191","244","435"
"1321110000000000000","4","0","0","1","21.32","25.0","29","19.0012","165","221","386"
"1321113600000000000","4","0","0","1","21.32","25.0","32","16.9979","137","224","361"
"1321117200000000000","4","0","0","1","20.5","24.24","34","16.9979","92","193","285"
"1321120800000000000","4","0","0","1","17.22","21.21","58","12.998","53","150","203"
"1321124400000000000","4","0","0","1","17.22","21.21","50","16.9979","32","139","171"
"1321128000000000000","4","0","0","1","17.22","21.21","50","19.0012","31","101","132"
"1321131600000000000","4","0","0","1","17.22","21.21","47","19.0012","19","103","122"
"1321135200000000000","4","0","0","1","17.22","21.21","47","16.9979","30","88","118"
"1321138800000000000","4","0","0","1","16.4","20.455","58","11.0014","23","78","101"
"1321142400000000000","4","0","0","2","16.4","20.455","58","12.998","12","61","73"
"1321146000000000000","4","0","0","2","14.76","17.425","66","12.998","13","58","71"
"1321149600000000000","4","0","0","1","14.76","18.18","57","7.0015","9","48","57"
"1321153200000000000","4","0","0","2","14.76","17.425","62","8.9981","8","20","28"
"1321156800000000000","4","0","0","2","14.76","17.425","62","8.9981","1","5","6"
"1321160400000000000","4","0","0","1","13.94","16.665","61","11.0014","2","3","5"
"1321164000000000000","4","0","0","1","13.94","16.665","66","8.9981","5","18","23"
"1321167600000000000","4","0","0","1","13.94","15.91","66","15.0013","13","30","43"
"1321171200000000000","4","0","0","1","13.94","17.425","66","6.0032","24","55","79"
"1321174800000000000","4","0","0","1","16.4","20.455","54","19.0012","38","97","135"
"1321178400000000000","4","0","0","1","18.04","21.97","44","22.0028","63","178","241"
"1321182000000000000","4","0","0","1","18.86","22.725","40","27.9993","108","187","295"
"1321185600000000000","4","0","0","2","21.32","25.0","29","27.9993","112","242","354"
"1321189200000000000","4","0","0","2","21.32","25.0","29","27.9993","105","234","339"
"1321192800000000000","4","0","0","2","22.14","25.76","28","32.9975","108","263","371"
"1321196400000000000","4","0","0","2","20.5","24.24","42","22.0028","89","221","310"
"1321200000000000000","4","0","0","2","22.14","25.76","28","26.0027","93","226","319"
"1321203600000000000","4","0","0","1","21.32","25.0","27","22.0028","44","187","231"
"1321207200000000000","4","0","0","1","21.32","25.0","27","22.0028","35","155","190"
"1321210800000000000","4","0","0","1","20.5","24.24","29","23.9994","36","121","157"
"1321214400000000000","4","0","0","1","20.5","24.24","31","23.9994","24","115","139"
"1321218000000000000","4","0","0","1","19.68","23.485","36","16.9979","19","76","95"
"1321221600000000000","4","0","0","1","19.68","23.485","41","26.0027","25","64","89"
"1321225200000000000","4","0","0","1","18.86","22.725","51","19.9995","18","49","67"
"1321228800000000000","4","0","1","1","18.86","22.725","59","19.0012","8","22","30"
"1321232400000000000","4","0","1","1","18.86","22.725","63","19.9995","5","6","11"
"1321236000000000000","4","0","1","1","18.86","22.725","63","23.9994","7","10","17"
"1321239600000000000","4","0","1","1","18.04","21.97","67","19.0012","4","3","7"
"1321243200000000000","4","0","1","1","18.04","21.97","67","15.0013","0","5","5"
"1321246800000000000","4","0","1","2","18.04","21.97","67","16.9979","0","19","19"
"1321250400000000000","4","0","1","2","18.04","21.97","72","15.0013","10","104","114"
"1321254000000000000","4","0","1","1","18.04","21.97","72","16.9979","11","311","322"
"1321257600000000000","4","0","1","2","18.86","22.725","67","12.998","27","425","452"
"1321261200000000000","4","0","1","2","19.68","23.485","67","22.0028","29","204","233"
"1321264800000000000","4","0","1","2","20.5","24.24","63","19.0012","26","85","111"
"1321268400000000000","4","0","1","2","22.14","25.76","60","19.0012","22","106","128"
"1321272000000000000","4","0","1","1","22.96","26.515","56","19.9995","36","166","202"
"1321275600000000000","4","0","1","1","24.6","31.06","49","26.0027","50","153","203"
"1321279200000000000","4","0","1","1","25.42","31.06","46","30.0026","47","138","185"
"1321282800000000000","4","0","1","1","26.24","31.06","44","22.0028","53","142","195"
"1321286400000000000","4","0","1","1","25.42","31.06","46","27.9993","51","264","315"
"1321290000000000000","4","0","1","1","25.42","31.06","46","16.9979","55","464","519"
"1321293600000000000","4","0","1","1","22.96","26.515","56","19.0012","29","460","489"
"1321297200000000000","4","0","1","1","24.6","31.06","53","19.9995","28","274","302"
"1321300800000000000","4","0","1","1","24.6","31.06","53","23.9994","30","210","240"
"1321304400000000000","4","0","1","1","24.6","31.06","53","23.9994","37","176","213"
"1321308000000000000","4","0","1","1","23.78","27.275","56","23.9994","17","96","113"
"1321311600000000000","4","0","1","1","22.96","26.515","64","19.9995","13","48","61"
"1321315200000000000","4","0","1","1","22.96","26.515","64","23.9994","7","15","22"
"1321318800000000000","4","0","1","1","22.96","26.515","60","19.9995","5","5","10"
"1321322400000000000","4","0","1","1","22.96","26.515","64","16.9979","7","8","15"
"1321326000000000000","4","0","1","2","22.14","25.76","68","22.0028","0","4","4"
"1321329600000000000","4","0","1","1","22.96","26.515","64","19.9995","1","6","7"
"1321333200000000000","4","0","1","1","22.14","25.76","68","19.0012","2","26","28"
"1321336800000000000","4","0","1","2","22.96","26.515","64","6.0032","4","104","108"
"1321340400000000000","4","0","1","2","22.14","25.76","68","11.0014","21","298","319"
"1321344000000000000","4","0","1","2","22.14","25.76","68","7.0015","27","453","480"
"1321347600000000000","4","0","1","2","22.96","26.515","64","6.0032","26","174","200"
"1321351200000000000","4","0","1","2","22.96","26.515","64","19.0012","23","115","138"
"1321354800000000000","4","0","1","2","22.96","26.515","64","12.998","18","116","134"
"1321358400000000000","4","0","1","2","22.14","25.76","68","0.0","28","148","176"
"1321362000000000000","4","0","1","3","22.14","25.76","60","15.0013","21","132","153"
"1321365600000000000","4","0","1","2","22.14","25.76","60","19.0012","27","120","147"
"1321369200000000000","4","0","1","2","22.14","25.76","60","8.9981","36","155","191"
"1321372800000000000","4","0","1","2","21.32","25.0","68","8.9981","31","240","271"
"1321376400000000000","4","0","1","2","20.5","24.24","72","12.998","29","422","451"
"1321380000000000000","4","0","1","2","20.5","24.24","72","19.0012","27","414","441"
"1321383600000000000","4","0","1","2","20.5","24.24","72","23.9994","27","259","286"
"1321387200000000000","4","0","1","2","19.68","23.485","82","8.9981","26","212","238"
"1321390800000000000","4","0","1","2","20.5","24.24","77","6.0032","23","145","168"
"1321394400000000000","4","0","1","2","18.86","22.725","88","7.0015","19","109","128"
"1321398000000000000","4","0","1","2","18.86","22.725","94","7.0015","14","66","80"
"1321401600000000000","4","0","1","2","18.86","22.725","94","0.0","5","26","31"
"1321405200000000000","4","0","1","3","18.86","22.725","94","6.0032","0","5","5"
"1321408800000000000","4","0","1","2","18.86","22.725","94","7.0015","4","6","10"
"1321412400000000000","4","0","1","2","18.86","22.725","94","7.0015","2","3","5"
"1321416000000000000","4","0","1","2","18.04","21.97","100","15.0013","1","3","4"
"1321419600000000000","4","0","1","3","18.86","22.725","94","7.0015","0","13","13"
"1321423200000000000","4","0","1","2","18.86","22.725","94","6.0032","4","52","56"
"1321426800000000000","4","0","1","3","18.86","22.725","94","0.0","7","130","137"
"1321430400000000000","4","0","1","3","18.86","22.725","94","0.0","9","223","232"
"1321434000000000000","4","0","1","3","18.86","22.725","94","0.0","5","77","82"
"1321437600000000000","4","0","1","3","18.86","22.725","94","0.0","4","32","36"
"1321441200000000000","4","0","1","3","18.86","22.725","94","6.0032","7","53","60"
"1321444800000000000","4","0","1","3","18.86","22.725","100","0.0","5","49","54"
"1321448400000000000","4","0","1","3","18.86","22.725","94","8.9981","6","52","58"
"1321452000000000000","4","0","1","2","18.86","22.725","100","8.9981","12","49","61"
"1321455600000000000","4","0","1","3","19.68","23.485","94","7.0015","16","50","66"
"1321459200000000000","4","0","1","3","19.68","23.485","94","7.0015","13","110","123"
"1321462800000000000","4","0","1","2","19.68","23.485","88","12.998","17","216","233"
"1321466400000000000","4","0","1","3","18.86","22.725","88","26.0027","13","176","189"
"1321470000000000000","4","0","1","3","18.86","22.725","88","26.0027","3","108","111"
"1321473600000000000","4","0","1","3","18.04","21.97","88","26.0027","5","94","99"
"1321477200000000000","4","0","1","3","18.04","21.97","88","19.0012","3","72","75"
"1321480800000000000","4","0","1","3","17.22","21.21","88","15.0013","1","45","46"
"1321484400000000000","4","0","1","3","17.22","21.21","88","8.9981","3","28","31"
"1321488000000000000","4","0","1","2","17.22","21.21","88","16.9979","2","22","24"
"1321491600000000000","4","0","1","2","17.22","21.21","82","11.0014","0","5","5"
"1321495200000000000","4","0","1","2","17.22","21.21","82","15.0013","0","5","5"
"1321498800000000000","4","0","1","2","17.22","21.21","77","22.0028","0","3","3"
"1321502400000000000","4","0","1","2","16.4","20.455","62","27.9993","1","3","4"
"1321506000000000000","4","0","1","3","13.94","15.15","71","22.0028","1","21","22"
"1321509600000000000","4","0","1","3","14.76","17.425","57","15.0013","3","72","75"
"1321513200000000000","4","0","1","3","13.94","15.91","61","19.0012","4","164","168"
"1321516800000000000","4","0","1","3","13.94","15.15","61","19.9995","12","343","355"
"1321520400000000000","4","0","1","2","13.94","15.15","61","22.0028","14","184","198"
"1321524000000000000","4","0","1","2","13.94","15.15","61","22.0028","7","74","81"
"1321527600000000000","4","0","1","3","13.12","15.15","66","22.0028","4","93","97"
"1321531200000000000","4","0","1","2","13.94","15.15","53","19.9995","6","115","121"
"1321534800000000000","4","0","1","2","13.94","15.15","49","30.0026","15","109","124"
"1321538400000000000","4","0","1","2","13.94","15.15","49","26.0027","5","105","110"
"1321542000000000000","4","0","1","2","13.94","15.15","49","30.0026","10","106","116"
"1321545600000000000","4","0","1","1","13.12","14.395","39","27.9993","8","187","195"
"1321549200000000000","4","0","1","1","13.12","14.395","42","26.0027","20","379","399"
"1321552800000000000","4","0","1","1","13.12","15.91","39","12.998","9","298","307"
"1321556400000000000","4","0","1","1","12.3","14.395","45","15.0013","7","210","217"
"1321560000000000000","4","0","1","1","12.3","14.395","42","19.0012","7","162","169"
"1321563600000000000","4","0","1","1","12.3","14.395","42","16.9979","3","113","116"
"1321567200000000000","4","0","1","1","10.66","12.12","52","16.9979","1","83","84"
"1321570800000000000","4","0","1","1","10.66","12.88","52","15.0013","0","58","58"
"1321574400000000000","4","0","1","1","10.66","12.88","48","11.0014","2","28","30"
"1321578000000000000","4","0","1","1","10.66","11.365","44","22.0028","0","10","10"
"1321581600000000000","4","0","1","1","9.84","11.365","44","15.0013","2","8","10"
"1321585200000000000","4","0","1","1","9.84","10.605","41","19.0012","0","2","2"
"1321588800000000000","4","0","1","1","9.02","11.365","44","11.0014","0","5","5"
"1321592400000000000","4","0","1","1","9.02","11.365","44","8.9981","0","22","22"
"1321596000000000000","4","0","1","1","9.02","12.88","44","6.0032","1","70","71"
"1321599600000000000","4","0","1","1","9.02","11.365","44","11.0014","5","211","216"
"1321603200000000000","4","0","1","1","9.02","11.365","44","12.998","6","369","375"
"1321606800000000000","4","0","1","1","10.66","12.88","41","12.998","6","207","213"
"1321610400000000000","4","0","1","1","10.66","12.12","41","19.0012","10","105","115"
"1321614000000000000","4","0","1","1","12.3","15.15","36","8.9981","18","122","140"
"1321617600000000000","4","0","1","1","13.12","16.665","33","0.0","22","143","165"
"1321621200000000000","4","0","1","1","13.94","15.91","31","15.0013","31","146","177"
"1321624800000000000","4","0","1","1","13.94","16.665","31","8.9981","31","123","154"
"1321628400000000000","4","0","1","1","13.94","16.665","29","8.9981","27","151","178"
"1321632000000000000","4","0","1","1","13.94","16.665","29","8.9981","19","190","209"
"1321635600000000000","4","0","1","1","13.12","16.665","31","8.9981","17","361","378"
"1321639200000000000","4","0","1","1","12.3","15.15","36","11.0014","16","312","328"
"1321642800000000000","4","0","1","1","11.48","13.635","41","11.0014","7","183","190"
"1321646400000000000","4","0","1","1","11.48","13.635","48","12.998","8","129","137"
"1321650000000000000","4","0","1","1","11.48","13.635","48","11.0014","3","108","111"
"1321653600000000000","4","0","1","1","10.66","13.635","52","7.0015","9","88","97"
"1321657200000000000","4","0","1","1","10.66","13.635","60","8.9981","5","54","59"
"1321660800000000000","4","0","0","1","10.66","12.88","56","12.998","4","49","53"
"1321664400000000000","4","0","0","1","10.66","11.365","52","19.9995","1","34","35"
"1321668000000000000","4","0","0","1","9.84","12.12","56","11.0014","12","34","46"
"1321671600000000000","4","0","0","1","10.66","12.12","48","16.9979","4","11","15"
"1321675200000000000","4","0","0","1","10.66","11.365","48","22.0028","4","4","8"
"1321678800000000000","4","0","0","1","9.84","11.365","56","16.9979","0","2","2"
"1321682400000000000","4","0","0","1","9.84","10.605","60","22.0028","2","10","12"
"1321686000000000000","4","0","0","1","9.84","11.365","60","16.9979","3","38","41"
"1321689600000000000","4","0","0","1","10.66","12.12","56","16.9979","12","80","92"
"1321693200000000000","4","0","0","1","11.48","12.88","52","19.9995","12","130","142"
"1321696800000000000","4","0","0","1","13.12","15.15","45","16.9979","35","165","200"
"1321700400000000000","4","0","0","1","14.76","18.94","40","0.0","50","183","233"
"1321704000000000000","4","0","0","1","16.4","20.455","35","19.0012","93","218","311"
"1321707600000000000","4","0","0","1","17.22","21.21","30","19.0012","118","245","363"
"1321711200000000000","4","0","0","1","17.22","21.21","32","19.9995","121","228","349"
"1321714800000000000","4","0","0","1","17.22","21.21","41","12.998","120","262","382"
"1321718400000000000","4","0","0","1","17.22","21.21","38","19.9995","99","188","287"
"1321722000000000000","4","0","0","1","16.4","20.455","40","12.998","61","171","232"
"1321725600000000000","4","0","0","1","15.58","19.695","46","8.9981","36","172","208"
"1321729200000000000","4","0","0","2","13.94","16.665","71","8.9981","33","149","182"
"1321732800000000000","4","0","0","2","14.76","18.18","57","7.0015","48","115","163"
"1321736400000000000","4","0","0","2","14.76","17.425","62","12.998","29","79","108"
"1321740000000000000","4","0","0","2","15.58","19.695","62","11.0014","26","80","106"
"1321743600000000000","4","0","0","1","15.58","19.695","62","15.0013","20","73","93"
"1322697600000000000","4","0","1","1","11.48","12.88","52","22.0028","1","19","20"
"1322701200000000000","4","0","1","1","10.66","12.12","60","19.0012","1","9","10"
"1322704800000000000","4","0","1","1","10.66","11.365","56","19.9995","1","8","9"
"1322708400000000000","4","0","1","1","10.66","12.12","56","16.9979","1","6","7"
"1322712000000000000","4","0","1","1","10.66","12.12","56","19.0012","0","1","1"
"1322715600000000000","4","0","1","1","10.66","12.12","56","16.9979","1","23","24"
"1322719200000000000","4","0","1","1","9.84","10.605","65","19.0012","5","92","97"
"1322722800000000000","4","0","1","1","9.84","10.605","65","23.9994","11","265","276"
"1322726400000000000","4","0","1","1","10.66","11.365","60","22.0028","15","462","477"
"1322730000000000000","4","0","1","1","12.3","13.635","52","22.0028","9","215","224"
"1322733600000000000","4","0","1","1","13.12","15.15","53","19.9995","7","86","93"
"1322737200000000000","4","0","1","1","13.94","15.91","49","16.9979","7","95","102"
"1322740800000000000","4","0","1","1","14.76","17.425","46","15.0013","9","139","148"
"1322744400000000000","4","0","1","1","16.4","20.455","40","15.0013","17","137","154"
"1322748000000000000","4","0","1","1","16.4","20.455","40","15.0013","20","130","150"
"1322751600000000000","4","0","1","1","16.4","20.455","40","15.0013","10","144","154"
"1322755200000000000","4","0","1","1","16.4","20.455","40","12.998","9","192","201"
"1322758800000000000","4","0","1","1","14.76","17.425","46","8.9981","9","409","418"
"1322762400000000000","4","0","1","1","14.76","18.18","43","7.0015","12","393","405"
"1322766000000000000","4","0","1","1","13.94","17.425","46","7.0015","9","219","228"
"1322769600000000000","4","0","1","1","13.94","17.425","46","7.0015","12","178","190"
"1322773200000000000","4","0","1","1","12.3","15.91","61","7.0015","8","154","162"
"1322776800000000000","4","0","1","1","12.3","16.665","61","0.0","5","99","104"
"1322780400000000000","4","0","1","1","10.66","14.395","70","6.0032","3","70","73"
"1322784000000000000","4","0","1","1","10.66","14.395","70","6.0032","6","32","38"
"1322787600000000000","4","0","1","1","9.84","14.395","75","0.0","1","14","15"
"1322791200000000000","4","0","1","1","9.84","14.395","75","0.0","0","10","10"
"1322794800000000000","4","0","1","1","9.02","13.635","80","0.0","0","1","1"
"1322798400000000000","4","0","1","1","9.02","13.635","80","0.0","0","3","3"
"1322802000000000000","4","0","1","1","9.02","12.88","80","6.0032","0","23","23"
"1322805600000000000","4","0","1","1","9.02","13.635","80","0.0","3","84","87"
"1322809200000000000","4","0","1","1","9.02","12.88","87","6.0032","6","199","205"
"1322812800000000000","4","0","1","1","9.84","14.395","87","0.0","13","432","445"
"1322816400000000000","4","0","1","1","11.48","15.91","81","0.0","12","234","246"
"1322820000000000000","4","0","1","1","12.3","14.395","75","15.0013","16","89","105"
"1322823600000000000","4","0","1","1","13.94","16.665","66","11.0014","18","142","160"
"1322827200000000000","4","0","1","1","14.76","17.425","57","8.9981","18","186","204"
"1322830800000000000","4","0","1","1","16.4","20.455","47","8.9981","19","188","207"
"1322834400000000000","4","0","1","1","17.22","21.21","44","7.0015","25","145","170"
"1322838000000000000","4","0","1","1","17.22","21.21","41","6.0032","24","175","199"
"1322841600000000000","4","0","1","1","17.22","21.21","41","6.0032","22","254","276"
"1322845200000000000","4","0","1","1","17.22","21.21","38","0.0","20","391","411"
"1322848800000000000","4","0","1","1","16.4","20.455","50","0.0","10","362","372"
"1322852400000000000","4","0","1","1","13.94","15.91","53","16.9979","13","252","265"
"1322856000000000000","4","0","1","1","15.58","19.695","40","19.0012","12","178","190"
"1322859600000000000","4","0","1","1","13.94","16.665","49","12.998","9","102","111"
"1322863200000000000","4","0","1","1","13.12","15.91","53","12.998","7","95","102"
"1322866800000000000","4","0","1","1","13.12","15.15","53","19.0012","14","81","95"
"1322870400000000000","4","0","0","1","12.3","14.395","56","16.9979","10","65","75"
"1322874000000000000","4","0","0","1","10.66","12.88","65","12.998","9","62","71"
"1322877600000000000","4","0","0","1","10.66","12.88","65","11.0014","9","41","50"
"1322881200000000000","4","0","0","1","9.84","12.12","70","8.9981","4","5","9"
"1322884800000000000","4","0","0","1","9.02","11.365","75","8.9981","1","7","8"
"1322888400000000000","4","0","0","1","9.84","12.88","70","6.0032","0","6","6"
"1322892000000000000","4","0","0","1","9.84","12.88","65","7.0015","1","10","11"
"1322895600000000000","4","0","0","1","9.02","12.88","75","6.0032","2","24","26"
"1322899200000000000","4","0","0","1","9.84","12.88","75","6.0032","1","62","63"
"1322902800000000000","4","0","0","1","10.66","13.635","70","7.0015","25","99","124"
"1322906400000000000","4","0","0","1","13.12","16.665","61","8.9981","22","173","195"
"1322910000000000000","4","0","0","1","13.12","16.665","57","6.0032","48","227","275"
"1322913600000000000","4","0","0","1","14.76","18.94","50","0.0","78","280","358"
"1322917200000000000","4","0","0","1","14.76","18.18","50","6.0032","70","222","292"
"1322920800000000000","4","0","0","1","14.76","18.94","46","0.0","92","251","343"
"1322924400000000000","4","0","0","1","15.58","19.695","46","0.0","100","237","337"
"1322928000000000000","4","0","0","1","15.58","19.695","46","0.0","75","230","305"
"1322931600000000000","4","0","0","1","14.76","18.94","62","0.0","46","186","232"
"1322935200000000000","4","0","0","1","13.94","16.665","53","8.9981","31","193","224"
"1322938800000000000","4","0","0","1","12.3","15.91","61","6.0032","31","144","175"
"1322942400000000000","4","0","0","1","12.3","15.91","61","6.0032","17","110","127"
"1322946000000000000","4","0","0","2","12.3","15.91","61","6.0032","5","104","109"
"1322949600000000000","4","0","0","2","13.12","16.665","61","6.0032","17","97","114"
"1322953200000000000","4","0","0","1","12.3","15.15","70","8.9981","12","73","85"
"1322956800000000000","4","0","0","1","12.3","15.91","70","7.0015","19","64","83"
"1322960400000000000","4","0","0","1","12.3","15.91","75","6.0032","20","54","74"
"1322964000000000000","4","0","0","1","10.66","15.15","81","0.0","11","51","62"
"1322967600000000000","4","0","0","1","11.48","15.91","75","0.0","7","34","41"
"1322971200000000000","4","0","0","1","10.66","15.15","87","0.0","2","9","11"
"1322974800000000000","4","0","0","1","10.66","15.15","81","0.0","2","2","4"
"1322978400000000000","4","0","0","1","9.84","14.395","93","0.0","1","3","4"
"1322982000000000000","4","0","0","1","10.66","15.15","87","0.0","3","23","26"
"1322985600000000000","4","0","0","1","10.66","15.15","87","0.0","7","48","55"
"1322989200000000000","4","0","0","1","12.3","16.665","81","0.0","12","114","126"
"1322992800000000000","4","0","0","1","13.12","16.665","81","8.9981","36","180","216"
"1322996400000000000","4","0","0","1","13.94","16.665","81","11.0014","48","206","254"
"1323000000000000000","4","0","0","1","14.76","17.425","81","11.0014","82","247","329"
"1323003600000000000","4","0","0","1","16.4","20.455","66","15.0013","88","269","357"
"1323007200000000000","4","0","0","1","17.22","21.21","62","8.9981","77","246","323"
"1323010800000000000","4","0","0","1","17.22","21.21","62","12.998","69","227","296"
"1323014400000000000","4","0","0","1","17.22","21.21","58","15.0013","64","266","330"
"1323018000000000000","4","0","0","1","15.58","19.695","76","8.9981","38","207","245"
"1323021600000000000","4","0","0","1","15.58","19.695","71","0.0","10","161","171"
"1323025200000000000","4","0","0","1","15.58","19.695","76","0.0","15","158","173"
"1323028800000000000","4","0","0","1","14.76","17.425","76","8.9981","8","116","124"
"1323032400000000000","4","0","0","1","14.76","18.18","81","7.0015","7","65","72"
"1323036000000000000","4","0","0","1","13.94","17.425","87","7.0015","5","59","64"
"1323039600000000000","4","0","0","1","13.94","17.425","87","7.0015","3","42","45"
"1323043200000000000","4","0","1","1","13.12","16.665","87","6.0032","3","21","24"
"1323046800000000000","4","0","1","1","13.12","17.425","87","0.0","2","10","12"
"1323050400000000000","4","0","1","1","13.12","17.425","87","0.0","0","8","8"
"1323054000000000000","4","0","1","1","13.12","17.425","87","0.0","0","2","2"
"1323057600000000000","4","0","1","1","12.3","15.91","87","7.0015","0","7","7"
"1323061200000000000","4","0","1","1","12.3","15.91","87","7.0015","1","24","25"
"1323064800000000000","4","0","1","1","12.3","15.91","93","6.0032","1","89","90"
"1323068400000000000","4","0","1","1","13.12","17.425","90","0.0","9","274","283"
"1323072000000000000","4","0","1","1","13.12","17.425","93","0.0","12","392","404"
"1323075600000000000","4","0","1","2","14.76","18.18","87","6.0032","12","178","190"
"1323079200000000000","4","0","1","2","14.76","18.18","87","6.0032","9","78","87"
"1323082800000000000","4","0","1","2","14.76","18.18","87","6.0032","17","106","123"
"1323086400000000000","4","0","1","2","16.4","20.455","76","7.0015","29","125","154"
"1323090000000000000","4","0","1","2","17.22","21.21","71","6.0032","18","153","171"
"1323093600000000000","4","0","1","2","18.86","22.725","67","0.0","7","126","133"
"1323097200000000000","4","0","1","2","18.86","22.725","72","6.0032","16","132","148"
"1323100800000000000","4","0","1","1","20.5","24.24","63","6.0032","10","238","248"
"1323104400000000000","4","0","1","1","17.22","21.21","77","0.0","16","430","446"
"1323108000000000000","4","0","1","1","18.04","21.97","77","0.0","13","386","399"
"1323111600000000000","4","0","1","2","18.86","22.725","77","0.0","13","295","308"
"1323115200000000000","4","0","1","2","18.86","22.725","82","7.0015","15","190","205"
"1323118800000000000","4","0","1","2","18.04","21.97","88","6.0032","10","166","176"
"1323122400000000000","4","0","1","2","18.04","21.97","88","8.9981","12","94","106"
"1323126000000000000","4","0","1","2","18.86","22.725","88","8.9981","8","54","62"
"1323129600000000000","4","0","1","2","20.5","24.24","77","19.9995","3","25","28"
"1323133200000000000","4","0","1","2","18.86","22.725","88","19.9995","2","14","16"
"1323136800000000000","4","0","1","2","18.86","22.725","87","12.998","0","3","3"
"1323140400000000000","4","0","1","2","18.86","22.725","87","12.998","0","3","3"
"1323144000000000000","4","0","1","3","18.86","22.725","88","15.0013","0","7","7"
"1323147600000000000","4","0","1","3","18.86","22.725","88","15.0013","0","20","20"
"1323151200000000000","4","0","1","2","18.04","21.97","94","19.0012","5","81","86"
